person_id,timestamp,event
u_00043,2026-04-20 06:00:44.881359837+00:00,credits_used
u_00015,2026-04-20 06:06:31.751156868+00:00,agent_tool_call
u_00099,2026-04-20 06:07:14.753058486+00:00,block_create
u_00035,2026-04-20 06:08:31.472172226+00:00,block_create
u_00000,2026-04-20 06:10:42.945917198+00:00,credits_used
u_00015,2026-04-20 06:10:55.907386378+00:00,ai_block_run
u_00015,2026-04-20 06:11:13.975831045+00:00,agent_tool_call
u_00053,2026-04-20 06:11:38.626504157+00:00,block_create
u_00043,2026-04-20 06:12:42.166363738+00:00,agent_tool_call
u_00042,2026-04-20 06:13:54.929741645+00:00,ai_block_run
u_00003,2026-04-20 06:15:52.078834306+00:00,block_create
u_00015,2026-04-20 06:17:49.544651913+00:00,exception
u_00003,2026-04-20 06:18:00.842238528+00:00,credits_used
u_00122,2026-04-20 06:18:31.198415079+00:00,block_create
u_00053,2026-04-20 06:19:21.124783886+00:00,block_run
u_00015,2026-04-20 06:21:36.855219917+00:00,file_upload
u_00133,2026-04-20 06:26:58.840991133+00:00,block_create
u_00121,2026-04-20 06:29:42.616419331+00:00,block_run
u_00015,2026-04-20 06:35:43.346232984+00:00,block_run
u_00016,2026-04-20 06:37:31.932146505+00:00,agent_tool_call
u_00031,2026-04-20 06:37:42.713186143+00:00,block_create
u_00110,2026-04-20 06:39:38.427061744+00:00,block_run
u_00142,2026-04-20 06:42:23.758005208+00:00,deploy_run
u_00112,2026-04-20 06:46:54.344344900+00:00,block_run
u_00052,2026-04-20 06:47:06.335278063+00:00,ai_block_run
u_00015,2026-04-20 06:47:25.559531200+00:00,block_run
u_00043,2026-04-20 06:51:10.570632249+00:00,ai_block_run
u_00015,2026-04-20 06:52:55.788902596+00:00,credits_used
u_00118,2026-04-20 06:57:37.094520231+00:00,file_upload
u_00072,2026-04-20 06:58:37.722355359+00:00,credits_used
u_00030,2026-04-20 07:03:33.526100669+00:00,file_upload
u_00016,2026-04-20 07:05:08.410383825+00:00,block_create
u_00054,2026-04-20 07:06:37.109919753+00:00,agent_tool_call
u_00001,2026-04-20 07:17:44.179323370+00:00,tour_finish
u_00011,2026-04-20 07:19:31.595495081+00:00,block_run
u_00041,2026-04-20 07:22:01.274492014+00:00,block_create
u_00003,2026-04-20 07:23:51.492728816+00:00,subscription_upgraded
u_00148,2026-04-20 07:24:04.440554794+00:00,exception
u_00063,2026-04-20 07:26:14.043017106+00:00,agent_tool_call
u_00015,2026-04-20 07:28:10.462163185+00:00,block_run
u_00004,2026-04-20 07:30:58.853658450+00:00,ai_block_run
u_00053,2026-04-20 07:34:08.080559254+00:00,deploy_run
u_00015,2026-04-20 07:35:26.269202922+00:00,tour_finish
u_00078,2026-04-20 07:35:43.084612362+00:00,exception
u_00041,2026-04-20 07:38:04.742517556+00:00,file_upload
u_00045,2026-04-20 07:39:26.049880935+00:00,block_run
u_00016,2026-04-20 07:41:16.327345306+00:00,credits_used
u_00041,2026-04-20 07:42:45.500617199+00:00,credits_used
u_00060,2026-04-20 07:43:39.210115767+00:00,subscription_upgraded
u_00016,2026-04-20 07:43:40.051773217+00:00,credits_used
u_00070,2026-04-20 07:43:41.029123231+00:00,agent_tool_call
u_00136,2026-04-20 07:57:36.574550257+00:00,block_run
u_00144,2026-04-20 07:57:52.952538910+00:00,block_create
u_00015,2026-04-20 07:57:53.668850025+00:00,deploy_run
u_00016,2026-04-20 07:58:19.360702664+00:00,ai_block_run
u_00146,2026-04-20 08:02:22.820147969+00:00,block_create
u_00017,2026-04-20 08:02:32.969671334+00:00,block_run
u_00080,2026-04-20 08:07:25.234976437+00:00,block_create
u_00015,2026-04-20 08:15:08.869844034+00:00,block_run
u_00043,2026-04-20 08:16:15.042772175+00:00,ai_block_run
u_00091,2026-04-20 08:17:32.157365857+00:00,block_run
u_00038,2026-04-20 08:25:56.053573347+00:00,ai_block_run
u_00028,2026-04-20 08:28:32.922011303+00:00,agent_tool_call
u_00123,2026-04-20 08:30:24.226734292+00:00,ai_block_run
u_00142,2026-04-20 08:31:18.567562900+00:00,file_upload
u_00043,2026-04-20 08:32:39.158934706+00:00,ai_block_run
u_00099,2026-04-20 08:33:16.871340633+00:00,exception
u_00028,2026-04-20 08:35:24.183851824+00:00,agent_tool_call
u_00137,2026-04-20 08:36:30.245456284+00:00,ai_block_run
u_00028,2026-04-20 08:38:17.501577863+00:00,ai_block_run
u_00088,2026-04-20 08:43:27.468142127+00:00,credits_used
u_00081,2026-04-20 08:47:32.074036986+00:00,agent_tool_call
u_00035,2026-04-20 08:49:57.675759966+00:00,block_create
u_00003,2026-04-20 08:59:58.996091180+00:00,agent_tool_call
u_00101,2026-04-20 08:59:59.349544216+00:00,block_create
u_00028,2026-04-20 09:01:11.297769292+00:00,ai_block_run
u_00015,2026-04-20 09:06:19.281040989+00:00,ai_block_run
u_00015,2026-04-20 09:10:49.949065405+00:00,file_upload
u_00028,2026-04-20 09:17:43.818798516+00:00,agent_tool_call
u_00088,2026-04-20 09:18:31.821780796+00:00,deploy_run
u_00121,2026-04-20 09:19:57.470036311+00:00,ai_block_run
u_00004,2026-04-20 09:23:34.916378776+00:00,credits_used
u_00004,2026-04-20 09:26:27.092964967+00:00,file_upload
u_00116,2026-04-20 09:29:19.064530879+00:00,ai_block_run
u_00028,2026-04-20 09:34:25.769092030+00:00,agent_tool_call
u_00015,2026-04-20 09:35:19.526040562+00:00,credits_used
u_00015,2026-04-20 09:36:16.422172992+00:00,file_upload
u_00043,2026-04-20 09:41:33.670762712+00:00,agent_tool_call
u_00003,2026-04-20 09:41:40.819492767+00:00,credits_used
u_00038,2026-04-20 09:44:56.756662539+00:00,block_run
u_00121,2026-04-20 09:46:16.723199942+00:00,deploy_run
u_00144,2026-04-20 09:51:19.158267600+00:00,ai_block_run
u_00124,2026-04-20 09:51:36.804927362+00:00,credits_used
u_00088,2026-04-20 09:52:03.524842063+00:00,block_create
u_00007,2026-04-20 09:54:18.559579463+00:00,exception
u_00136,2026-04-20 09:56:49.218295812+00:00,exception
u_00068,2026-04-20 09:57:06.533320234+00:00,exception
u_00042,2026-04-20 09:58:37.390372147+00:00,block_run
u_00053,2026-04-20 09:59:05.475595934+00:00,block_run
u_00090,2026-04-20 09:59:56.170966232+00:00,ai_block_run
u_00099,2026-04-20 09:59:57.847211450+00:00,block_run
u_00003,2026-04-20 10:03:48.640403119+00:00,agent_tool_call
u_00094,2026-04-20 10:11:25.862076792+00:00,ai_block_run
u_00094,2026-04-20 10:14:27.699079024+00:00,block_run
u_00021,2026-04-20 10:17:56.032416796+00:00,deploy_run
u_00080,2026-04-20 10:19:22.660956294+00:00,ai_block_run
u_00015,2026-04-20 10:20:38.193947053+00:00,block_create
u_00015,2026-04-20 10:22:01.009462228+00:00,block_run
u_00060,2026-04-20 10:25:53.206733284+00:00,block_create
u_00011,2026-04-20 10:27:44.913069326+00:00,block_create
u_00053,2026-04-20 10:28:05.321134297+00:00,credits_used
u_00056,2026-04-20 10:31:17.584828893+00:00,credits_used
u_00132,2026-04-20 10:31:59.125547350+00:00,agent_tool_call
u_00044,2026-04-20 10:36:56.561478771+00:00,deploy_run
u_00003,2026-04-20 10:37:24.738657144+00:00,credits_used
u_00053,2026-04-20 10:50:40.240039346+00:00,ai_block_run
u_00039,2026-04-20 10:52:56.600755997+00:00,ai_block_run
u_00026,2026-04-20 10:54:08.842573435+00:00,block_create
u_00146,2026-04-20 10:56:22.290018048+00:00,ai_block_run
u_00080,2026-04-20 10:57:06.155291192+00:00,block_run
u_00015,2026-04-20 11:04:01.467440277+00:00,credits_used
u_00094,2026-04-20 11:04:19.625329550+00:00,ai_block_run
u_00082,2026-04-20 11:11:23.700688477+00:00,block_create
u_00016,2026-04-20 11:16:33.814242710+00:00,block_create
u_00003,2026-04-20 11:17:00.421294718+00:00,block_run
u_00117,2026-04-20 11:19:05.723026291+00:00,agent_tool_call
u_00023,2026-04-20 11:30:04.315649663+00:00,file_upload
u_00056,2026-04-20 11:30:29.413053814+00:00,credits_used
u_00011,2026-04-20 11:31:01.494528506+00:00,exception
u_00015,2026-04-20 11:36:28.915738648+00:00,agent_tool_call
u_00039,2026-04-20 11:43:16.990482470+00:00,subscription_upgraded
u_00146,2026-04-20 11:49:03.846080917+00:00,tour_finish
u_00059,2026-04-20 11:50:07.911166523+00:00,block_run
u_00015,2026-04-20 11:51:58.055813090+00:00,file_upload
u_00003,2026-04-20 12:03:07.613549108+00:00,block_create
u_00056,2026-04-20 12:03:41.246154473+00:00,block_run
u_00015,2026-04-20 12:05:01.782007782+00:00,block_run
u_00060,2026-04-20 12:09:15.235506210+00:00,ai_block_run
u_00088,2026-04-20 12:09:57.771125546+00:00,block_run
u_00011,2026-04-20 12:10:16.900645849+00:00,block_create
u_00021,2026-04-20 12:15:04.328480008+00:00,block_run
u_00015,2026-04-20 12:20:23.602210665+00:00,exception
u_00041,2026-04-20 12:29:34.311745365+00:00,block_run
u_00085,2026-04-20 12:33:23.427361274+00:00,credits_used
u_00124,2026-04-20 12:35:57.949141216+00:00,file_upload
u_00088,2026-04-20 12:42:20.209786909+00:00,block_create
u_00088,2026-04-20 12:49:13.261881837+00:00,tour_finish
u_00015,2026-04-20 12:49:18.925167847+00:00,credits_used
u_00088,2026-04-20 12:51:00.790994037+00:00,ai_block_run
u_00145,2026-04-20 12:52:04.753911464+00:00,credits_used
u_00015,2026-04-20 12:54:20.236298176+00:00,ai_block_run
u_00130,2026-04-20 12:59:57.431665634+00:00,block_run
u_00028,2026-04-20 13:00:00.773497959+00:00,block_run
u_00001,2026-04-20 13:03:48.069714441+00:00,ai_block_run
u_00053,2026-04-20 13:04:29.813660514+00:00,agent_tool_call
u_00015,2026-04-20 13:06:52.328707080+00:00,credits_used
u_00023,2026-04-20 13:09:54.092921984+00:00,tour_finish
u_00101,2026-04-20 13:12:57.136544354+00:00,block_create
u_00003,2026-04-20 13:16:30.043940438+00:00,block_create
u_00016,2026-04-20 13:23:17.777380980+00:00,ai_block_run
u_00028,2026-04-20 13:27:22.194732811+00:00,block_create
u_00116,2026-04-20 13:27:24.281664116+00:00,ai_block_run
u_00056,2026-04-20 13:29:38.867253962+00:00,block_create
u_00133,2026-04-20 13:38:05.316631721+00:00,deploy_run
u_00116,2026-04-20 13:41:45.648736449+00:00,exception
u_00074,2026-04-20 13:44:39.426254112+00:00,block_run
u_00043,2026-04-20 13:44:51.468092024+00:00,ai_block_run
u_00006,2026-04-20 13:44:56.143106448+00:00,block_run
u_00015,2026-04-20 13:45:10.384095400+00:00,tour_finish
u_00075,2026-04-20 13:45:47.404177159+00:00,credits_used
u_00039,2026-04-20 13:46:16.173472451+00:00,exception
u_00016,2026-04-20 13:48:52.381591227+00:00,block_run
u_00015,2026-04-20 13:49:02.640064703+00:00,file_upload
u_00053,2026-04-20 13:49:47.337174518+00:00,block_create
u_00063,2026-04-20 13:53:44.282026329+00:00,block_run
u_00075,2026-04-20 13:55:54.083100389+00:00,file_upload
u_00023,2026-04-20 13:59:55.459177477+00:00,block_run
u_00147,2026-04-20 14:07:21.679489642+00:00,ai_block_run
u_00063,2026-04-20 14:08:36.990893794+00:00,block_create
u_00010,2026-04-20 14:11:47.763429163+00:00,block_run
u_00148,2026-04-20 14:16:20.873528395+00:00,block_create
u_00003,2026-04-20 14:16:30.682657330+00:00,block_run
u_00085,2026-04-20 14:16:45.156498782+00:00,block_create
u_00015,2026-04-20 14:24:33.673353593+00:00,file_upload
u_00015,2026-04-20 14:29:45.818077767+00:00,credits_used
u_00011,2026-04-20 14:30:04.665107840+00:00,ai_block_run
u_00015,2026-04-20 14:30:41.186445107+00:00,ai_block_run
u_00090,2026-04-20 14:33:33.916709487+00:00,credits_used
u_00056,2026-04-20 14:33:54.711455467+00:00,block_run
u_00143,2026-04-20 14:37:47.724700317+00:00,block_create
u_00116,2026-04-20 14:39:34.346487719+00:00,block_create
u_00146,2026-04-20 14:40:57.080853821+00:00,block_create
u_00078,2026-04-20 14:41:06.740832226+00:00,ai_block_run
u_00116,2026-04-20 14:43:34.959627838+00:00,credits_used
u_00039,2026-04-20 14:43:47.307924727+00:00,agent_tool_call
u_00052,2026-04-20 14:51:15.702158674+00:00,credits_used
u_00146,2026-04-20 14:52:04.200575288+00:00,block_create
u_00116,2026-04-20 14:53:01.885545705+00:00,block_create
u_00146,2026-04-20 14:54:36.627491185+00:00,file_upload
u_00090,2026-04-20 14:56:36.203824200+00:00,block_run
u_00056,2026-04-20 14:57:51.339756523+00:00,file_upload
u_00015,2026-04-20 14:58:41.230085855+00:00,agent_tool_call
u_00015,2026-04-20 15:00:36.146756679+00:00,file_upload
u_00015,2026-04-20 15:01:36.395516466+00:00,block_create
u_00000,2026-04-20 15:01:59.673643155+00:00,block_run
u_00043,2026-04-20 15:03:37.448064913+00:00,agent_tool_call
u_00052,2026-04-20 15:03:45.931933650+00:00,block_create
u_00053,2026-04-20 15:05:10.654601054+00:00,credits_used
u_00015,2026-04-20 15:05:51.656439745+00:00,block_run
u_00121,2026-04-20 15:06:22.617218947+00:00,credits_used
u_00044,2026-04-20 15:10:05.348904793+00:00,block_run
u_00085,2026-04-20 15:10:25.266606842+00:00,credits_used
u_00015,2026-04-20 15:12:02.768457487+00:00,block_create
u_00136,2026-04-20 15:20:56.575848048+00:00,block_create
u_00094,2026-04-20 15:23:08.211005458+00:00,credits_used
u_00053,2026-04-20 15:23:09.334375613+00:00,ai_block_run
u_00097,2026-04-20 15:23:43.488339107+00:00,block_create
u_00044,2026-04-20 15:27:22.817081679+00:00,deploy_run
u_00131,2026-04-20 15:28:47.635635868+00:00,subscription_upgraded
u_00149,2026-04-20 15:28:48.532716653+00:00,block_create
u_00053,2026-04-20 15:30:39.196996202+00:00,subscription_upgraded
u_00056,2026-04-20 15:31:06.701308612+00:00,deploy_run
u_00082,2026-04-20 15:31:50.948530944+00:00,agent_tool_call
u_00019,2026-04-20 15:33:56.397393122+00:00,ai_block_run
u_00043,2026-04-20 15:34:24.091143527+00:00,block_run
u_00052,2026-04-20 15:38:17.082242263+00:00,ai_block_run
u_00121,2026-04-20 15:44:12.392681164+00:00,subscription_upgraded
u_00011,2026-04-20 15:46:04.722711965+00:00,block_run
u_00121,2026-04-20 15:50:22.013609560+00:00,ai_block_run
u_00052,2026-04-20 15:51:37.899721905+00:00,deploy_run
u_00006,2026-04-20 15:52:01.603088086+00:00,block_run
u_00105,2026-04-20 15:52:06.407608296+00:00,credits_used
u_00091,2026-04-20 15:54:54.674549441+00:00,block_create
u_00035,2026-04-20 15:57:52.980930688+00:00,block_run
u_00043,2026-04-20 16:02:00.616241617+00:00,agent_tool_call
u_00057,2026-04-20 16:02:28.124750339+00:00,ai_block_run
u_00117,2026-04-20 16:04:46.605946732+00:00,agent_tool_call
u_00044,2026-04-20 16:10:04.051279787+00:00,credits_used
u_00021,2026-04-20 16:10:07.246677853+00:00,exception
u_00057,2026-04-20 16:10:59.763689371+00:00,agent_tool_call
u_00121,2026-04-20 16:11:17.485364296+00:00,credits_used
u_00149,2026-04-20 16:11:46.223348016+00:00,agent_tool_call
u_00023,2026-04-20 16:12:44.724293838+00:00,deploy_run
u_00016,2026-04-20 16:16:40.743365563+00:00,ai_block_run
u_00121,2026-04-20 16:17:15.759514966+00:00,deploy_run
u_00144,2026-04-20 16:27:18.107100311+00:00,credits_used
u_00145,2026-04-20 16:30:06.342947947+00:00,block_create
u_00136,2026-04-20 16:34:44.529212769+00:00,agent_tool_call
u_00147,2026-04-20 16:42:16.142966267+00:00,deploy_run
u_00053,2026-04-20 16:42:35.719949015+00:00,block_run
u_00121,2026-04-20 16:42:46.970362138+00:00,agent_tool_call
u_00015,2026-04-20 16:44:56.574382304+00:00,block_create
u_00015,2026-04-20 16:47:39.920472357+00:00,tour_finish
u_00015,2026-04-20 16:48:18.377230891+00:00,subscription_upgraded
u_00097,2026-04-20 16:48:26.982087985+00:00,ai_block_run
u_00099,2026-04-20 16:52:24.419831008+00:00,exception
u_00062,2026-04-20 16:55:37.738293581+00:00,agent_tool_call
u_00015,2026-04-20 16:58:07.379056742+00:00,block_run
u_00142,2026-04-20 16:59:17.997748804+00:00,file_upload
u_00118,2026-04-20 17:01:20.682199437+00:00,tour_finish
u_00100,2026-04-20 17:01:23.451122416+00:00,block_create
u_00015,2026-04-20 17:01:26.498954197+00:00,file_upload
u_00052,2026-04-20 17:08:09.004293591+00:00,credits_used
u_00052,2026-04-20 17:09:28.104291382+00:00,file_upload
u_00078,2026-04-20 17:10:09.041692406+00:00,subscription_upgraded
u_00133,2026-04-20 17:11:39.549565030+00:00,block_create
u_00015,2026-04-20 17:12:18.852090117+00:00,ai_block_run
u_00007,2026-04-20 17:12:50.350321181+00:00,agent_tool_call
u_00079,2026-04-20 17:15:05.001901823+00:00,ai_block_run
u_00116,2026-04-20 17:15:05.534778275+00:00,agent_tool_call
u_00063,2026-04-20 17:16:47.060139464+00:00,block_create
u_00015,2026-04-20 17:22:49.853799563+00:00,ai_block_run
u_00066,2026-04-20 17:23:35.635642643+00:00,agent_tool_call
u_00091,2026-04-20 17:26:43.557056033+00:00,block_run
u_00015,2026-04-20 17:28:57.985738075+00:00,file_upload
u_00043,2026-04-20 17:29:14.511619838+00:00,credits_used
u_00011,2026-04-20 17:29:27.181626338+00:00,ai_block_run
u_00015,2026-04-20 17:30:40.862261696+00:00,block_run
u_00015,2026-04-20 17:36:04.706239836+00:00,deploy_run
u_00015,2026-04-20 17:37:01.946095917+00:00,block_create
u_00102,2026-04-20 17:40:50.470127948+00:00,ai_block_run
u_00021,2026-04-20 17:41:23.730547867+00:00,block_run
u_00121,2026-04-20 17:41:27.434105878+00:00,block_run
u_00015,2026-04-20 17:42:04.214829051+00:00,agent_tool_call
u_00116,2026-04-20 17:44:35.147132144+00:00,block_create
u_00107,2026-04-20 17:53:01.409919402+00:00,block_create
u_00008,2026-04-20 17:53:06.857420995+00:00,agent_tool_call
u_00093,2026-04-20 17:55:57.926957967+00:00,agent_tool_call
u_00019,2026-04-20 17:58:39.144278970+00:00,tour_finish
u_00063,2026-04-20 17:58:53.887723853+00:00,file_upload
u_00015,2026-04-20 17:59:26.940370745+00:00,credits_used
u_00041,2026-04-20 18:01:00.624688319+00:00,block_create
u_00121,2026-04-20 18:03:15.487931211+00:00,block_run
u_00138,2026-04-20 18:03:29.464915472+00:00,credits_used
u_00010,2026-04-20 18:12:18.341574257+00:00,credits_used
u_00121,2026-04-20 18:13:25.848200870+00:00,ai_block_run
u_00120,2026-04-20 18:13:40.415740085+00:00,block_run
u_00008,2026-04-20 18:14:02.237703510+00:00,block_create
u_00075,2026-04-20 18:22:15.358317579+00:00,block_run
u_00091,2026-04-20 18:24:25.068974822+00:00,exception
u_00054,2026-04-20 18:25:06.799038560+00:00,block_create
u_00039,2026-04-20 18:25:21.102436603+00:00,block_run
u_00015,2026-04-20 18:30:06.715614774+00:00,exception
u_00028,2026-04-20 18:32:31.008212727+00:00,block_run
u_00015,2026-04-20 18:32:43.550870855+00:00,tour_finish
u_00011,2026-04-20 18:40:50.989215491+00:00,credits_used
u_00015,2026-04-20 18:41:41.537926778+00:00,deploy_run
u_00004,2026-04-20 18:43:23.885238521+00:00,block_create
u_00004,2026-04-20 18:45:49.178464460+00:00,block_create
u_00128,2026-04-20 18:46:29.624550634+00:00,ai_block_run
u_00008,2026-04-20 18:49:40.086483248+00:00,file_upload
u_00082,2026-04-20 18:50:47.280765739+00:00,exception
u_00039,2026-04-20 18:50:52.494249644+00:00,block_run
u_00129,2026-04-20 18:51:03.786154135+00:00,credits_used
