person_id,n_events,n_new,n_explore,n_created,n_ai,n_code,n_integ,n_upgrade,distinct_days,first_ts,last_ts,days_since_last,s1_new,s2_explored,s3_created,s4_used_ai,s5_wrote_code,s6_integrated,s7_engaged,s8_upgraded,highest_stage_num,final_stage
ce11f432-27ef-5e10-99f5-a094f9d48881,15,0,4,0,0,0,0,0,1,2025-09-01 19:23:55.023000+00:00,2025-09-01 19:35:16.688000+00:00,227.18381881944444,False,True,False,False,False,False,False,False,2,2.Exploring
1e86bd25-1841-53d1-be53-190e9161f52b,109,0,13,4,3,15,0,0,4,2025-09-01 08:30:50.404000+00:00,2025-10-25 08:15:40.216000+00:00,173.65576872685185,False,True,True,True,True,False,True,False,7,9.AtRisk
f6cfb89e-a715-551a-996c-7393f0548515,14,1,2,0,0,0,0,0,3,2025-09-01 20:52:29.888000+00:00,2025-09-20 10:07:28.038000+00:00,208.57813189814817,True,True,False,False,False,False,False,False,2,2.Exploring
4f3e0194-6513-5363-a6d4-1f92d088e20d,104,0,1,0,4,0,0,0,10,2025-09-01 17:29:35.782000+00:00,2025-09-10 08:12:54.771000+00:00,218.65768359953705,False,True,False,True,False,False,True,False,7,9.AtRisk
5880a9b0-fa89-55d9-96f4-a371ec5813c7,5,0,0,0,0,0,0,0,1,2025-09-01 04:23:25.772000+00:00,2025-09-01 06:12:02.321000+00:00,227.74162399305555,False,False,False,False,False,False,False,False,0,0.NoEvent
662eacb8-03f5-5856-9771-decf8d8bf1af,132,0,2,0,1,0,0,0,17,2025-09-01 03:50:46.460000+00:00,2025-09-28 14:56:28.583000+00:00,200.37743114583333,False,True,False,True,False,False,True,False,7,9.AtRisk
f0563a4b-d3d8-51b8-8ed9-2672c3b0ff2c,161,1,2,11,46,0,0,0,4,2025-09-01 13:30:04.180000+00:00,2025-11-18 14:47:24.349000+00:00,149.38373015046295,True,True,True,True,False,False,True,False,7,9.AtRisk
ea3abe94-86c6-5c97-99e1-5170cd51b4ea,69,1,18,1,5,6,0,0,2,2025-09-01 13:33:30.075000+00:00,2025-09-24 07:01:58.658000+00:00,204.70694416666666,True,True,True,True,True,False,False,False,5,9.AtRisk
03e8dd35-cfab-56ab-940e-b62be276d97b,47,0,1,0,0,0,0,0,8,2025-09-01 08:25:31.523000+00:00,2025-09-08 04:29:15.995000+00:00,220.81299350694442,False,True,False,False,False,False,False,False,2,2.Exploring
0976c91d-63f3-5aba-958f-2d8416b4a929,239,1,4,0,9,0,0,0,3,2025-09-01 13:51:56.264000+00:00,2025-09-03 17:26:41.652000+00:00,225.2731132175926,True,True,False,True,False,False,True,False,7,9.AtRisk
75f87120-74fc-5303-a3cd-7c4340b2ed24,39,0,0,0,0,0,0,0,1,2025-09-01 00:51:04.120000+00:00,2025-09-01 16:05:00.965000+00:00,227.32983413194444,False,False,False,False,False,False,False,False,0,0.NoEvent
4ba6251b-6bb3-5614-a762-75fc8de7e83a,8,0,0,0,3,0,0,0,1,2025-09-01 15:42:13.718000+00:00,2025-09-01 15:52:51.657000+00:00,227.33827519675927,False,False,False,True,False,False,False,False,4,9.AtRisk
4af8c92f-1e70-524e-9996-47d1dad8679c,7,1,1,0,0,0,0,0,1,2025-09-01 08:34:56.717000+00:00,2025-09-01 09:03:07.720000+00:00,227.62281150462965,True,True,False,False,False,False,False,False,2,2.Exploring
a12ce7ad-6d8d-5f53-b7e3-3b2baaf407d9,578,0,3,0,30,1,0,0,2,2025-09-01 13:42:46.952000+00:00,2025-09-02 13:57:46.925000+00:00,226.41819107638887,False,True,False,True,True,False,False,False,5,9.AtRisk
46db5ed8-924e-5dd2-8727-74a740164409,422,0,268,0,1,0,0,0,44,2025-09-01 10:38:33.343000+00:00,2026-03-19 20:46:33.765000+00:00,28.134315613425926,False,True,False,True,False,False,True,False,7,9.AtRisk
94736a16-de4a-5ce0-87b9-41f8ff4307e1,195,1,8,0,1,2,0,0,15,2025-09-01 18:41:33.989000+00:00,2025-10-08 14:01:03.674000+00:00,190.4159138888889,True,True,False,True,True,False,True,False,7,9.AtRisk
460dec4d-53ac-54b0-aef0-189008ef6c0a,22,0,0,0,0,0,0,0,3,2025-09-01 05:05:41.735000+00:00,2025-09-03 08:35:52.022000+00:00,225.64174319444444,False,False,False,False,False,False,False,False,0,0.NoEvent
a355bdc3-4614-5432-945a-9a9985895e7d,15,0,0,0,0,0,0,0,1,2025-09-01 00:34:54.469000+00:00,2025-09-01 03:11:54.636000+00:00,227.86671293981482,False,False,False,False,False,False,False,False,0,0.NoEvent
b94c938d-0273-5092-838f-72120b518f94,32,1,1,0,2,0,0,0,3,2025-09-01 21:52:35.609000+00:00,2025-09-03 06:38:34.023000+00:00,225.72320151620372,True,True,False,True,False,False,True,False,7,9.AtRisk
12c5d6d1-9e0b-567b-acbf-456c488f1e3a,6,1,1,0,0,0,0,0,1,2025-09-01 13:13:22.644000+00:00,2025-09-01 13:16:40.016000+00:00,227.4467432638889,True,True,False,False,False,False,False,False,2,2.Exploring
9e3e1802-0515-5fb5-9163-7b0672f297df,3326,0,10,0,4,9,0,0,11,2025-09-01 13:10:19.185000+00:00,2026-01-15 11:24:23.305000+00:00,91.52471445601851,False,True,False,True,True,False,True,False,7,9.AtRisk
19735842-fcd8-51a5-9a34-b1f7061ec15f,15,1,2,1,1,0,0,0,2,2025-09-01 11:32:59.493000+00:00,2025-09-09 11:43:08.135000+00:00,219.5116955902778,True,True,True,True,False,False,False,False,4,9.AtRisk
aba2d59a-a4ad-5cc8-add7-30fec57ed118,40,0,2,0,14,0,0,0,3,2025-09-01 23:49:22.206000+00:00,2025-09-03 01:04:02.081000+00:00,225.9555156597222,False,True,False,True,False,False,True,False,7,9.AtRisk
1529323c-eb1d-59bc-acd7-40d41a8fb3c5,414,0,0,0,1,0,0,0,7,2025-09-01 00:11:21.188000+00:00,2025-09-07 08:46:45.468000+00:00,221.63418016203704,False,False,False,True,False,False,True,False,7,9.AtRisk
4f2e87b7-ae81-5a21-9298-9ff8f48ec02e,243,1,2,1,27,1,0,0,2,2025-09-01 14:14:29.438000+00:00,2025-09-02 08:40:16.015000+00:00,226.6386877199074,True,True,True,True,True,False,False,False,5,9.AtRisk
cfd31245-f3f6-5dd7-bd9c-c5208773f322,86,0,2,0,0,4,0,0,3,2025-09-01 02:02:29.032000+00:00,2025-09-03 23:59:29.028000+00:00,225.000342662037,False,True,False,False,True,False,False,False,5,9.AtRisk
1f5cecbd-a1de-58b1-932e-de6c5c4f1414,8,0,0,0,0,0,0,0,1,2025-09-01 17:59:33.495000+00:00,2025-09-01 18:02:09.562000+00:00,227.24848462962964,False,False,False,False,False,False,False,False,0,0.NoEvent
0c50de07-6ea9-5e48-9dc7-27c0907af369,68,1,19,0,1,5,0,0,2,2025-09-01 16:04:04.119000+00:00,2025-09-03 22:02:55.798000+00:00,225.08128282407407,True,True,False,True,True,False,False,False,5,9.AtRisk
4fa8d11e-d6bf-56bd-b145-b421d2cfe6e6,29385,0,1441,21,1098,322,0,0,211,2025-09-01 03:24:41.906000+00:00,2026-04-16 18:01:11.126000+00:00,0.24916097222222225,False,True,True,True,True,False,True,False,7,7.Engaged
4223e12b-c049-5532-8d2f-bd0db6d0688f,9487,1,1969,167,269,1183,0,0,180,2025-09-01 11:53:17.697000+00:00,2026-04-16 14:00:25.518000+00:00,0.4163555092592593,True,True,True,True,True,False,True,False,7,7.Engaged
7881f035-e0e4-5161-9455-621bfd756e66,26946,1,7119,271,1832,3528,0,0,217,2025-09-01 11:49:52.032000+00:00,2026-04-16 20:04:02.941000+00:00,0.16383903935185185,True,True,True,True,True,False,True,False,7,7.Engaged
c69666f1-b933-5e18-ac3f-6a3a04090843,10599,0,1074,138,2577,952,10,0,145,2025-09-01 00:03:11.698000+00:00,2026-03-27 00:06:46.097000+00:00,20.995283993055555,False,True,True,True,True,True,True,False,7,9.AtRisk
3741e51f-58d6-53c4-8f83-492d57c736c4,906,0,184,31,26,55,0,0,35,2025-09-01 13:22:09.915000+00:00,2026-04-09 12:08:46.424000+00:00,7.493891319444444,False,True,True,True,True,False,True,False,7,7.Engaged
caa79fe3-0cd8-52bb-9248-30dfb841379b,11,1,1,0,2,0,0,0,1,2025-09-01 07:58:05.119000+00:00,2025-09-01 07:58:37.191000+00:00,227.66760929398149,True,True,False,True,False,False,False,False,4,9.AtRisk
7d702a0e-42c2-5d5d-8405-129a895d2990,19,1,3,0,1,0,0,0,4,2025-09-01 09:16:37.508000+00:00,2025-09-04 14:55:05.856000+00:00,224.37838863425927,True,True,False,True,False,False,True,False,7,9.AtRisk
07c6c177-e05a-5309-ab85-fc2ccb7b7754,10,1,1,0,1,0,0,0,1,2025-09-01 11:26:21.291000+00:00,2025-09-01 11:49:55.581000+00:00,227.5069797800926,True,True,False,True,False,False,False,False,4,9.AtRisk
5d45ae28-62bc-56d8-a3c1-6dab3d69090b,27,1,1,0,7,0,0,0,1,2025-09-01 13:16:56.476000+00:00,2025-09-01 13:46:13.554000+00:00,227.4262162037037,True,True,False,True,False,False,False,False,4,9.AtRisk
63f9c074-19ba-5608-84c3-5fb333b69e8c,25,1,1,0,1,1,0,0,1,2025-09-01 11:29:29.755000+00:00,2025-09-01 11:35:40.236000+00:00,227.51687960648147,True,True,False,True,True,False,False,False,5,9.AtRisk
06239221-01fa-5631-9a0b-5a8d4fb0cb40,7,1,1,0,0,0,0,0,1,2025-09-01 12:40:38.585000+00:00,2025-09-01 12:41:17.868000+00:00,227.47130516203703,True,True,False,False,False,False,False,False,2,2.Exploring
ace3a7e0-5405-5496-8dce-24d292c5ee95,3391,0,9,0,24,0,0,0,2,2025-09-01 16:47:18.697000+00:00,2025-09-03 10:27:14.558000+00:00,225.5643990277778,False,True,False,True,False,False,False,False,4,9.AtRisk
85f2b7f8-86ff-5408-9398-03b8fcea704b,35,1,6,2,2,2,0,0,1,2025-09-01 14:42:56.773000+00:00,2025-09-01 14:59:57.194000+00:00,227.37501666666668,True,True,True,True,True,False,False,False,5,9.AtRisk
7d27fadc-ae8b-528e-9a20-b1c57e273504,3793,0,437,31,598,354,0,0,72,2025-09-01 11:47:32.999000+00:00,2026-04-16 17:55:34.533000+00:00,0.25305672453703704,False,True,True,True,True,False,True,False,7,7.Engaged
5f0d224e-47f8-5ae8-919f-27d04246fb2a,11,1,2,0,0,0,0,0,1,2025-09-01 19:01:34.239000+00:00,2025-09-01 19:05:49.103000+00:00,227.20427697916665,True,True,False,False,False,False,False,False,2,2.Exploring
613d58a1-54b1-5a22-88d7-31d0fcff96b8,22,1,4,0,0,5,0,0,1,2025-09-01 07:39:08.394000+00:00,2025-09-01 08:39:38.449000+00:00,227.63912251157407,True,True,False,False,True,False,False,False,5,9.AtRisk
ad9fecc2-4d82-5fe8-94ef-27b82cfa28d9,14,1,3,0,0,0,0,0,4,2025-09-01 13:53:27.885000+00:00,2025-09-19 03:54:47.141000+00:00,209.8369385763889,True,True,False,False,False,False,False,False,2,2.Exploring
6d884842-9503-54d9-8e01-6700537e5408,6,1,1,0,0,0,0,0,3,2025-09-01 10:37:57.272000+00:00,2025-09-28 17:43:47.599000+00:00,200.26123883101852,True,True,False,False,False,False,False,False,2,2.Exploring
f8762bd9-e668-52d4-9f51-d4adc0853562,31,1,2,0,1,1,0,0,2,2025-09-01 11:12:18.523000+00:00,2025-09-02 08:14:09.953000+00:00,226.65681343750003,True,True,False,True,True,False,False,False,5,9.AtRisk
8ac1861b-62b6-52ea-be9d-75cf247a5caa,10,1,1,0,1,0,0,0,1,2025-09-01 23:22:09.709000+00:00,2025-09-01 23:25:52.784000+00:00,227.02367881944446,True,True,False,True,False,False,False,False,4,9.AtRisk
c338cb7a-57ce-5e96-8299-237346494a00,7,1,1,0,0,0,0,0,1,2025-09-01 12:59:37.155000+00:00,2025-09-01 13:00:16.214000+00:00,227.45812986111113,True,True,False,False,False,False,False,False,2,2.Exploring
2c3619b2-08b4-5a8b-baaa-e86439eb0d24,10,1,1,0,1,0,0,0,1,2025-09-01 21:12:13.609000+00:00,2025-09-01 21:12:57.173000+00:00,227.11598913194445,True,True,False,True,False,False,False,False,4,9.AtRisk
c779b308-54f6-5ac5-86eb-cec0f57e8a26,5,0,2,0,0,0,0,0,1,2025-09-01 22:31:57.187000+00:00,2025-09-01 22:47:27.397000+00:00,227.05036153935185,False,True,False,False,False,False,False,False,2,2.Exploring
a3010e24-3062-57f4-8af0-6df1ccba363a,105,0,2,0,1,0,0,0,12,2025-09-01 16:05:33.138000+00:00,2025-09-15 22:02:02.513000+00:00,213.0818995486111,False,True,False,True,False,False,True,False,7,9.AtRisk
ed024757-4b71-5e48-b1ad-5ee75d42032a,56,0,12,0,3,4,0,0,4,2025-09-01 20:15:08.871000+00:00,2025-10-17 09:17:18.975000+00:00,181.61295901620372,False,True,False,True,True,False,True,False,7,9.AtRisk
0a509e58-ec13-5422-a153-8bcd93aa2275,9,1,2,0,0,0,0,0,1,2025-09-01 04:30:29.733000+00:00,2025-09-01 05:34:02.137000+00:00,227.76801501157408,True,True,False,False,False,False,False,False,2,2.Exploring
04ca19d3-d2f5-5b32-8e1b-182617aeb482,6,1,1,0,0,0,0,0,2,2025-09-01 15:37:32.309000+00:00,2025-09-03 13:26:18.799000+00:00,225.44004438657407,True,True,False,False,False,False,False,False,2,2.Exploring
690d8520-9a6c-5127-8fa2-9982b3123fbb,31,0,2,0,0,0,0,0,10,2025-09-01 02:12:10.909000+00:00,2025-09-25 23:32:31.483000+00:00,203.01906424768518,False,True,False,False,False,False,False,False,2,2.Exploring
a89dac63-374d-5aab-b556-6cb39e0cc4cf,20,1,1,0,8,0,0,0,1,2025-09-01 04:58:09.179000+00:00,2025-09-01 05:00:47.657000+00:00,227.79109927083334,True,True,False,True,False,False,False,False,4,9.AtRisk
26631cf6-3eb7-5fab-9931-272e90817fed,3,0,1,0,0,0,0,0,1,2025-09-01 12:16:46.838000+00:00,2025-09-01 14:13:17.307000+00:00,227.4074227662037,False,True,False,False,False,False,False,False,2,2.Exploring
fa7382b2-5b06-5f34-a8df-461258f71a52,40,1,1,2,8,1,0,0,1,2025-09-01 14:50:28.212000+00:00,2025-09-01 15:40:54.579000+00:00,227.34657471064816,True,True,True,True,True,False,False,False,5,9.AtRisk
75a9623d-e722-5eb2-93aa-0f6b9a0bf8d4,4,0,0,0,0,0,0,0,1,2025-09-01 09:28:55.202000+00:00,2025-09-01 09:30:54.879000+00:00,227.60351568287035,False,False,False,False,False,False,False,False,0,0.NoEvent
b76c7a42-7d13-5830-a334-95f8b791ea7e,115,0,57,0,0,0,0,0,43,2025-09-01 01:40:51.128000+00:00,2026-01-30 18:07:59.858000+00:00,76.24443027777777,False,True,False,False,False,False,False,False,2,2.Exploring
c6f7ccd3-3996-5647-a383-b90c15b85ccd,7,1,1,0,0,0,0,0,1,2025-09-01 14:19:49.751000+00:00,2025-09-01 14:22:37.327000+00:00,227.40094105324073,True,True,False,False,False,False,False,False,2,2.Exploring
6682cc8e-8852-5686-8736-013ee9068ae4,40,1,3,2,3,0,0,0,2,2025-09-01 16:15:51.092000+00:00,2025-10-04 14:19:21.689000+00:00,194.40320538194445,True,True,True,True,False,False,False,False,4,9.AtRisk
7c52b5e3-d771-5fab-a211-c010fae78422,32,0,11,0,0,0,0,0,19,2025-09-01 04:00:30.495000+00:00,2025-12-01 16:00:56.740000+00:00,136.3326608101852,False,True,False,False,False,False,False,False,2,2.Exploring
bec72e2b-a340-593a-ad5a-44a9fcf9601e,7,0,1,0,0,0,0,0,1,2025-09-01 20:10:00.965000+00:00,2025-09-01 20:10:17.472000+00:00,227.1595041898148,False,True,False,False,False,False,False,False,2,2.Exploring
3b131016-a70e-5ff7-b5dc-67d052e6b350,17,0,4,0,0,0,0,0,3,2025-09-01 04:35:27.341000+00:00,2025-09-19 01:39:05.454000+00:00,209.9311710648148,False,True,False,False,False,False,False,False,2,2.Exploring
5dc3de85-be6d-550b-815a-fc6a23d1a204,16,0,3,0,0,0,0,0,4,2025-09-01 14:21:15.393000+00:00,2025-09-27 14:14:26.339000+00:00,201.40662378472226,False,True,False,False,False,False,False,False,2,2.Exploring
cee8b3c9-bb72-5bd0-8949-83b1d6c0e831,6,1,1,0,0,0,0,0,1,2025-09-01 22:39:06.621000+00:00,2025-09-01 22:39:23.229000+00:00,227.05596533564815,True,True,False,False,False,False,False,False,2,2.Exploring
23c364cf-731d-5a81-8d90-594ac510b639,12,1,2,0,0,0,0,0,2,2025-09-01 15:51:17.377000+00:00,2025-09-02 08:36:31.197000+00:00,226.6412897800926,True,True,False,False,False,False,False,False,2,2.Exploring
151ae5b4-5809-5eb1-aea0-8f2ae0e7fdf2,150,1,16,0,0,0,0,0,15,2025-09-01 16:32:16.151000+00:00,2025-09-23 17:58:40.843000+00:00,205.25090035879632,True,True,False,False,False,False,False,False,2,2.Exploring
826916a2-b7e5-5406-ae45-1a2d0c38cbbd,6,1,1,0,0,0,0,0,1,2025-09-01 13:09:01.954000+00:00,2025-09-01 13:09:15.097000+00:00,227.45189278935186,True,True,False,False,False,False,False,False,2,2.Exploring
69d76aa1-e560-5548-812c-6b992dca8d3f,6,0,1,0,0,0,0,0,1,2025-09-01 18:11:30.060000+00:00,2025-09-01 18:11:47.795000+00:00,227.24179211805557,False,True,False,False,False,False,False,False,2,2.Exploring
afc740da-c036-5767-abd5-ce4e4e2a226f,615,0,69,12,21,42,0,0,17,2025-09-01 10:51:47.928000+00:00,2025-09-24 13:08:48.003000+00:00,204.45220637731484,False,True,True,True,True,False,True,False,7,9.AtRisk
ec97ca8a-9212-5465-bd76-f07785e4ff6a,100,1,4,0,3,0,0,0,7,2025-09-01 05:11:21.677000+00:00,2025-09-09 12:06:32.382000+00:00,219.4954427314815,True,True,False,True,False,False,True,False,7,9.AtRisk
d12c2b9e-ed68-5b2e-890c-90675524ac60,2,0,1,0,0,0,0,0,1,2025-09-01 13:13:47.526000+00:00,2025-09-01 13:13:56.184000+00:00,227.44863946759259,False,True,False,False,False,False,False,False,2,2.Exploring
30be7f41-b3c1-5661-a712-6a89929d92c9,3,0,0,0,0,0,0,0,2,2025-09-01 05:21:31.653000+00:00,2025-10-21 06:37:58.447000+00:00,177.72361327546298,False,False,False,False,False,False,False,False,0,0.NoEvent
2108f1eb-61e0-53ed-9150-92e3fe9805b1,8084,0,150,166,582,48,3,1,26,2025-09-01 21:54:05.373000+00:00,2026-04-03 01:01:09.386000+00:00,13.957514444444444,False,True,True,True,True,True,True,True,8,8.Upgraded
9697f096-170f-577b-98c4-157730f2a4a7,22,1,1,4,0,6,0,0,1,2025-09-02 05:27:09.027000+00:00,2025-09-02 05:30:19.672000+00:00,226.77058983796297,True,True,True,False,True,False,False,False,5,9.AtRisk
490c5b13-22db-5538-b76e-85c63c81a35c,1115,0,24,0,1,0,0,0,199,2025-09-02 15:21:27.634000+00:00,2026-04-16 00:00:25.208000+00:00,0.9996924305555557,False,True,False,True,False,False,True,False,7,7.Engaged
ceb19b3d-578d-53e0-8ee8-c568b448a3c4,42,1,3,8,7,0,0,0,2,2025-09-02 19:01:03.149000+00:00,2025-09-16 19:20:14.264000+00:00,212.1942635416667,True,True,True,True,False,False,False,False,4,9.AtRisk
b871abcc-c0c3-5804-9919-43fec92a0025,43,1,4,0,3,6,0,0,4,2025-09-02 17:45:35.662000+00:00,2025-09-11 05:19:55.242000+00:00,217.77781703703704,True,True,False,True,True,False,True,False,7,9.AtRisk
b0fcd130-990a-502d-9900-37429f46556c,107,0,1,0,0,0,0,0,11,2025-09-02 15:55:02.357000+00:00,2025-09-12 13:25:27.641000+00:00,216.44063649305556,False,True,False,False,False,False,False,False,2,2.Exploring
59d7910a-e3db-5799-87e9-a05730a807e8,61,1,3,2,4,9,0,0,1,2025-09-02 11:09:45.129000+00:00,2025-09-02 11:19:48.084000+00:00,226.52789988425926,True,True,True,True,True,False,False,False,5,9.AtRisk
c97a994c-15fd-59c1-944d-17086e19fde6,35,1,13,0,1,0,0,0,2,2025-09-02 10:14:29.666000+00:00,2025-09-03 06:15:39.724000+00:00,225.73910775462963,True,True,False,True,False,False,False,False,4,9.AtRisk
1f0d6ce5-5c8b-5ac4-99fe-d9a8c6517372,10,1,1,0,3,0,0,0,1,2025-09-02 19:22:07.927000+00:00,2025-09-02 20:56:50.692000+00:00,226.12717525462966,True,True,False,True,False,False,False,False,4,9.AtRisk
ff769f2d-8c16-554c-bae0-28a3a93b39e8,12,1,1,2,1,0,0,0,1,2025-09-02 06:19:05.915000+00:00,2025-09-02 06:21:49.107000+00:00,226.73483248842592,True,True,True,True,False,False,False,False,4,9.AtRisk
999f873a-6b2d-5a3e-86b8-737d8dc1d0c5,45,1,4,1,1,0,0,0,1,2025-09-02 07:31:26.763000+00:00,2025-09-02 10:14:12.997000+00:00,226.57344487268517,True,True,True,True,False,False,False,False,4,9.AtRisk
7e610409-f515-5327-8fd4-1c19a3894ee6,7,1,1,0,0,0,0,0,1,2025-09-02 11:51:05.887000+00:00,2025-09-02 13:20:46.448000+00:00,226.4438910416667,True,True,False,False,False,False,False,False,2,2.Exploring
36075103-4df6-5284-afb7-c5223daafc09,5,1,1,0,0,0,0,0,1,2025-09-02 08:29:45.258000+00:00,2025-09-02 08:30:28.922000+00:00,226.6454827777778,True,True,False,False,False,False,False,False,2,2.Exploring
c23b58a2-3610-5988-9853-0fcdf8de5f4d,496,1,4,0,32,0,0,0,5,2025-09-02 13:40:24.253000+00:00,2025-09-28 20:04:56.906000+00:00,200.16321444444444,True,True,False,True,False,False,True,False,7,9.AtRisk
f76d4579-2270-5af3-8b6f-8f56fa4fc101,11,1,3,0,0,0,0,0,4,2025-09-02 14:53:00.315000+00:00,2025-09-09 04:22:10.131000+00:00,219.81792248842592,True,True,False,False,False,False,False,False,2,2.Exploring
79d369ff-2ddc-5f74-9c04-9558cf688707,12,1,1,0,0,0,0,0,2,2025-09-02 02:25:51.190000+00:00,2025-09-08 02:37:52.176000+00:00,220.89035252314815,True,True,False,False,False,False,False,False,2,2.Exploring
c4bf76fe-0f5d-582e-8d77-2df07c456e6d,144,1,3,0,15,0,0,0,3,2025-09-02 08:53:57.653000+00:00,2025-09-04 09:13:24.693000+00:00,224.61567061342592,True,True,False,True,False,False,True,False,7,9.AtRisk
507f3c82-52de-58d5-9c93-2290d8fdd721,14,1,1,0,2,0,0,0,1,2025-09-02 08:39:43.808000+00:00,2025-09-02 08:46:17.864000+00:00,226.63449965277778,True,True,False,True,False,False,False,False,4,9.AtRisk
5f55394e-cc15-5380-8704-feec2ae28818,85,1,11,0,1,5,0,0,10,2025-09-02 07:10:54.209000+00:00,2025-09-23 13:06:25.550000+00:00,205.45385513888888,True,True,False,True,True,False,True,False,7,9.AtRisk
5807961e-8fb7-5b52-9d4d-e41050da4c17,22,1,4,0,2,0,0,0,2,2025-09-02 17:00:41.437000+00:00,2025-09-03 19:03:52.940000+00:00,225.20562145833333,True,True,False,True,False,False,False,False,4,9.AtRisk
b7439c06-b50a-5568-95ce-e0322b6734a6,24,1,4,0,2,0,0,0,2,2025-09-02 22:52:59.997000+00:00,2025-09-14 04:05:56.811000+00:00,214.8291877662037,True,True,False,True,False,False,False,False,4,9.AtRisk
509ec948-8629-52bf-8856-f0ecf1d9279a,81,1,1,0,11,1,0,0,2,2025-09-02 07:49:05.504000+00:00,2025-09-13 13:40:25.746000+00:00,215.43024175925927,True,True,False,True,True,False,False,False,5,9.AtRisk
5d25c0c5-87e6-5fc7-a9cf-a047750fb4eb,8,1,1,0,0,0,0,0,1,2025-09-02 07:21:41.821000+00:00,2025-09-02 10:12:02.718000+00:00,226.5749527314815,True,True,False,False,False,False,False,False,2,2.Exploring
1ddca1c5-91e9-5dd9-acb4-4af5c5a45818,645,1,39,39,81,0,0,0,4,2025-09-02 11:20:37.503000+00:00,2025-09-11 07:19:54.442000+00:00,217.69449296296298,True,True,True,True,False,False,True,False,7,9.AtRisk
c0f8e508-9dcd-508e-9bdc-e3ef4e5bf079,15,1,2,0,0,0,0,0,1,2025-09-02 19:24:50.392000+00:00,2025-09-02 19:25:52.792000+00:00,226.19034539351853,True,True,False,False,False,False,False,False,2,2.Exploring
2f3196b3-d21e-5629-84b7-54f53cc2e0c8,172,1,66,16,8,6,0,0,4,2025-09-02 10:57:52.614000+00:00,2025-09-16 11:37:28.791000+00:00,212.51562318287034,True,True,True,True,True,False,True,False,7,9.AtRisk
