person_id,t1,t2,t3,t4,t5,t6,t7,t8,t_dg,t_cn,last_ts,upgraded,t_atrisk_upg,t_churned_upg,final_stage
b94c938d-0273-5092-838f-72120b518f94,2025-09-01 21:52:35.609000+00:00,2025-09-01 21:52:35.864000+00:00,,2025-09-01 21:54:04.755000+00:00,,,,,,,2025-09-03 06:38:34.023000+00:00,False,,,9.AtRisk@UsedAI
12c5d6d1-9e0b-567b-acbf-456c488f1e3a,2025-09-01 13:13:22.650000+00:00,2025-09-01 13:13:22.894000+00:00,,,,,,,,,2025-09-01 13:16:40.016000+00:00,False,,,2.Exploring
9e3e1802-0515-5fb5-9163-7b0672f297df,,2025-09-01 13:10:59.687000+00:00,,2025-09-01 13:13:40.316000+00:00,2025-09-01 13:13:01.938000+00:00,,,,,,2026-01-15 11:24:23.305000+00:00,False,,,9.AtRisk@WroteCode
19735842-fcd8-51a5-9a34-b1f7061ec15f,2025-09-01 11:32:59.500000+00:00,2025-09-01 11:32:59.550000+00:00,2025-09-01 11:37:28.386000+00:00,2025-09-01 11:35:55.415000+00:00,,,,,,,2025-09-09 11:43:08.135000+00:00,False,,,9.AtRisk@UsedAI
aba2d59a-a4ad-5cc8-add7-30fec57ed118,,2025-09-01 23:49:22.206000+00:00,,2025-09-01 23:50:32.648000+00:00,,,,,,,2025-09-03 01:04:02.081000+00:00,False,,,9.AtRisk@UsedAI
1529323c-eb1d-59bc-acd7-40d41a8fb3c5,,,,2025-09-04 23:10:45.332000+00:00,,,,,,,2025-09-07 08:46:45.468000+00:00,False,,,9.AtRisk@UsedAI
4f2e87b7-ae81-5a21-9298-9ff8f48ec02e,2025-09-01 14:14:31.351000+00:00,2025-09-01 14:14:31.511000+00:00,2025-09-01 14:19:59.423000+00:00,2025-09-01 14:19:59.473000+00:00,2025-09-02 08:38:45.285000+00:00,,,,,,2025-09-02 08:40:16.015000+00:00,False,,,9.AtRisk@WroteCode
cfd31245-f3f6-5dd7-bd9c-c5208773f322,,2025-09-01 02:02:29.032000+00:00,,,2025-09-01 02:03:24.764000+00:00,,,,,,2025-09-03 23:59:29.028000+00:00,False,,,9.AtRisk@WroteCode
1f5cecbd-a1de-58b1-932e-de6c5c4f1414,,,,,,,,,,,2025-09-01 18:02:09.562000+00:00,False,,,0.NoEvent
0c50de07-6ea9-5e48-9dc7-27c0907af369,2025-09-01 16:04:04.145000+00:00,2025-09-01 16:04:04.391000+00:00,,2025-09-01 16:04:29.943000+00:00,2025-09-01 16:04:22.760000+00:00,,,,,,2025-09-03 22:02:55.798000+00:00,False,,,9.AtRisk@WroteCode
4fa8d11e-d6bf-56bd-b145-b421d2cfe6e6,,2025-09-01 03:24:41.906000+00:00,2025-09-03 09:05:50.350000+00:00,2025-10-08 08:14:18.834000+00:00,2025-09-01 03:27:55.224000+00:00,,2025-10-08 08:14:18.834000+00:00,,,,2026-04-16 18:01:11.126000+00:00,False,,,7.Engaged
4223e12b-c049-5532-8d2f-bd0db6d0688f,2025-09-01 11:53:17.707000+00:00,2025-09-01 11:53:17.907000+00:00,2025-09-03 11:36:47.628000+00:00,2025-09-03 20:54:33.214000+00:00,2025-09-03 12:06:08.783000+00:00,,2025-09-05 08:44:37.162000+00:00,,,,2026-04-16 14:00:25.518000+00:00,False,,,7.Engaged
7881f035-e0e4-5161-9455-621bfd756e66,2025-09-01 11:49:52.062000+00:00,2025-09-01 11:49:52.345000+00:00,2025-09-03 10:51:50.313000+00:00,2025-11-06 12:20:03.765000+00:00,2025-09-03 10:03:47.041000+00:00,,2025-09-05 07:10:59.832000+00:00,,,,2026-04-16 20:04:02.941000+00:00,False,,,7.Engaged
c69666f1-b933-5e18-ac3f-6a3a04090843,,2025-09-01 00:12:02.478000+00:00,2025-09-05 04:53:03.489000+00:00,2025-09-01 00:12:33.378000+00:00,2025-09-01 04:28:36.703000+00:00,2025-10-05 10:49:06.323000+00:00,2025-09-05 00:45:15.187000+00:00,,,,2026-03-27 00:06:46.097000+00:00,False,,,9.AtRisk@Engaged
3741e51f-58d6-53c4-8f83-492d57c736c4,,2025-09-01 13:22:26.435000+00:00,2025-09-08 06:27:15.064000+00:00,2025-10-10 11:25:12.769000+00:00,2025-09-01 13:43:57.053000+00:00,,2025-09-08 06:17:55.108000+00:00,,,,2026-04-09 12:08:46.424000+00:00,False,,,7.Engaged
caa79fe3-0cd8-52bb-9248-30dfb841379b,2025-09-01 07:58:05.119000+00:00,2025-09-01 07:58:05.286000+00:00,,2025-09-01 07:58:24.177000+00:00,,,,,,,2025-09-01 07:58:37.191000+00:00,False,,,9.AtRisk@UsedAI
7d702a0e-42c2-5d5d-8405-129a895d2990,2025-09-01 09:16:37.515000+00:00,2025-09-01 09:16:37.598000+00:00,,2025-09-01 09:21:10.093000+00:00,,,,,,,2025-09-04 14:55:05.856000+00:00,False,,,9.AtRisk@UsedAI
07c6c177-e05a-5309-ab85-fc2ccb7b7754,2025-09-01 11:26:21.301000+00:00,2025-09-01 11:26:21.384000+00:00,,2025-09-01 11:27:11.497000+00:00,,,,,,,2025-09-01 11:49:55.581000+00:00,False,,,9.AtRisk@UsedAI
5d45ae28-62bc-56d8-a3c1-6dab3d69090b,2025-09-01 13:16:56.600000+00:00,2025-09-01 13:16:56.858000+00:00,,2025-09-01 13:17:35.066000+00:00,,,,,,,2025-09-01 13:46:13.554000+00:00,False,,,9.AtRisk@UsedAI
63f9c074-19ba-5608-84c3-5fb333b69e8c,2025-09-01 11:29:29.761000+00:00,2025-09-01 11:29:29.852000+00:00,,2025-09-01 11:31:16.250000+00:00,2025-09-01 11:31:11.355000+00:00,,,,,,2025-09-01 11:35:40.236000+00:00,False,,,9.AtRisk@WroteCode
06239221-01fa-5631-9a0b-5a8d4fb0cb40,2025-09-01 12:40:38.590000+00:00,2025-09-01 12:41:14.671000+00:00,,,,,,,,,2025-09-01 12:41:17.868000+00:00,False,,,2.Exploring
ace3a7e0-5405-5496-8dce-24d292c5ee95,,2025-09-01 16:47:18.697000+00:00,,2025-09-01 16:56:17.263000+00:00,,,,,,,2025-09-03 10:27:14.558000+00:00,False,,,9.AtRisk@UsedAI
85f2b7f8-86ff-5408-9398-03b8fcea704b,2025-09-01 14:42:57.147000+00:00,2025-09-01 14:42:57.459000+00:00,2025-09-01 14:44:36.167000+00:00,2025-09-01 14:44:36.228000+00:00,2025-09-01 14:44:21.669000+00:00,,,,,,2025-09-01 14:59:57.194000+00:00,False,,,9.AtRisk@WroteCode
7d27fadc-ae8b-528e-9a20-b1c57e273504,,2025-09-01 11:47:32.999000+00:00,2025-09-24 11:59:11.028000+00:00,2025-09-29 19:48:47.906000+00:00,2025-09-04 08:14:14.996000+00:00,,2025-09-11 11:09:00.582000+00:00,,,,2026-04-16 17:55:34.533000+00:00,False,,,7.Engaged
5f0d224e-47f8-5ae8-919f-27d04246fb2a,2025-09-01 19:01:34.254000+00:00,2025-09-01 19:01:34.436000+00:00,,,,,,,,,2025-09-01 19:05:49.103000+00:00,False,,,2.Exploring
613d58a1-54b1-5a22-88d7-31d0fcff96b8,2025-09-01 07:39:08.409000+00:00,2025-09-01 07:39:08.585000+00:00,,,2025-09-01 07:40:26.197000+00:00,,,,,,2025-09-01 08:39:38.449000+00:00,False,,,9.AtRisk@WroteCode
ad9fecc2-4d82-5fe8-94ef-27b82cfa28d9,2025-09-01 13:53:27.889000+00:00,2025-09-01 13:53:27.978000+00:00,,,,,,,,,2025-09-19 03:54:47.141000+00:00,False,,,2.Exploring
6d884842-9503-54d9-8e01-6700537e5408,2025-09-01 10:37:57.519000+00:00,2025-09-28 17:43:39.567000+00:00,,,,,,,,,2025-09-28 17:43:47.599000+00:00,False,,,2.Exploring
f8762bd9-e668-52d4-9f51-d4adc0853562,2025-09-01 11:12:18.523000+00:00,2025-09-01 11:12:18.636000+00:00,,2025-09-01 11:13:54.402000+00:00,2025-09-01 11:13:48.394000+00:00,,,,,,2025-09-02 08:14:09.953000+00:00,False,,,9.AtRisk@WroteCode
8ac1861b-62b6-52ea-be9d-75cf247a5caa,2025-09-01 23:22:09.715000+00:00,2025-09-01 23:22:09.870000+00:00,,2025-09-01 23:24:55.979000+00:00,,,,,,,2025-09-01 23:25:52.784000+00:00,False,,,9.AtRisk@UsedAI
c338cb7a-57ce-5e96-8299-237346494a00,2025-09-01 12:59:37.155000+00:00,2025-09-01 12:59:37.216000+00:00,,,,,,,,,2025-09-01 13:00:16.214000+00:00,False,,,2.Exploring
2c3619b2-08b4-5a8b-baaa-e86439eb0d24,2025-09-01 21:12:13.616000+00:00,2025-09-01 21:12:13.732000+00:00,,2025-09-01 21:12:44.834000+00:00,,,,,,,2025-09-01 21:12:57.173000+00:00,False,,,9.AtRisk@UsedAI
c779b308-54f6-5ac5-86eb-cec0f57e8a26,,2025-09-01 22:31:57.187000+00:00,,,,,,,,,2025-09-01 22:47:27.397000+00:00,False,,,2.Exploring
a3010e24-3062-57f4-8af0-6df1ccba363a,,2025-09-10 14:25:05.224000+00:00,,2025-09-10 14:26:43.494000+00:00,,,,,,,2025-09-15 22:02:02.513000+00:00,False,,,9.AtRisk@UsedAI
ed024757-4b71-5e48-b1ad-5ee75d42032a,,2025-09-01 20:15:08.871000+00:00,,2025-10-04 03:23:15.220000+00:00,2025-10-04 03:32:08.437000+00:00,,,,,,2025-10-17 09:17:18.975000+00:00,False,,,9.AtRisk@WroteCode
0a509e58-ec13-5422-a153-8bcd93aa2275,2025-09-01 04:30:29.733000+00:00,2025-09-01 04:30:29.897000+00:00,,,,,,,,,2025-09-01 05:34:02.137000+00:00,False,,,2.Exploring
04ca19d3-d2f5-5b32-8e1b-182617aeb482,2025-09-01 15:37:32.311000+00:00,2025-09-01 15:37:32.383000+00:00,,,,,,,,,2025-09-03 13:26:18.799000+00:00,False,,,2.Exploring
690d8520-9a6c-5127-8fa2-9982b3123fbb,,2025-09-04 15:12:52.016000+00:00,,,,,,,,,2025-09-25 23:32:31.483000+00:00,False,,,2.Exploring
a89dac63-374d-5aab-b556-6cb39e0cc4cf,2025-09-01 04:58:09.179000+00:00,2025-09-01 04:58:09.270000+00:00,,2025-09-01 04:58:31.792000+00:00,,,,,,,2025-09-01 05:00:47.657000+00:00,False,,,9.AtRisk@UsedAI
26631cf6-3eb7-5fab-9931-272e90817fed,,2025-09-01 14:13:17.307000+00:00,,,,,,,,,2025-09-01 14:13:17.307000+00:00,False,,,2.Exploring
fa7382b2-5b06-5f34-a8df-461258f71a52,2025-09-01 14:50:28.230000+00:00,2025-09-01 14:50:28.660000+00:00,2025-09-01 14:56:51.265000+00:00,2025-09-01 14:53:23.785000+00:00,2025-09-01 14:57:00.196000+00:00,,,,,,2025-09-01 15:40:54.579000+00:00,False,,,9.AtRisk@WroteCode
75a9623d-e722-5eb2-93aa-0f6b9a0bf8d4,,,,,,,,,,,2025-09-01 09:30:54.879000+00:00,False,,,0.NoEvent
b76c7a42-7d13-5830-a334-95f8b791ea7e,,2025-09-01 01:40:51.128000+00:00,,,,,,,,,2026-01-30 18:07:59.858000+00:00,False,,,2.Exploring
c6f7ccd3-3996-5647-a383-b90c15b85ccd,2025-09-01 14:19:49.766000+00:00,2025-09-01 14:19:50.190000+00:00,,,,,,,,,2025-09-01 14:22:37.327000+00:00,False,,,2.Exploring
6682cc8e-8852-5686-8736-013ee9068ae4,2025-09-01 16:15:51.092000+00:00,2025-09-01 16:15:51.230000+00:00,2025-09-01 16:20:20.282000+00:00,2025-09-01 16:16:21.926000+00:00,,,,,,,2025-10-04 14:19:21.689000+00:00,False,,,9.AtRisk@UsedAI
7c52b5e3-d771-5fab-a211-c010fae78422,,2025-09-02 19:31:06.754000+00:00,,,,,,,,,2025-12-01 16:00:56.740000+00:00,False,,,2.Exploring
bec72e2b-a340-593a-ad5a-44a9fcf9601e,,2025-09-01 20:10:00.965000+00:00,,,,,,,,,2025-09-01 20:10:17.472000+00:00,False,,,2.Exploring
3b131016-a70e-5ff7-b5dc-67d052e6b350,,2025-09-01 04:35:27.341000+00:00,,,,,,,,,2025-09-19 01:39:05.454000+00:00,False,,,2.Exploring
5dc3de85-be6d-550b-815a-fc6a23d1a204,,2025-09-04 00:45:57.686000+00:00,,,,,,,,,2025-09-27 14:14:26.339000+00:00,False,,,2.Exploring
cee8b3c9-bb72-5bd0-8949-83b1d6c0e831,2025-09-01 22:39:06.621000+00:00,2025-09-01 22:39:06.944000+00:00,,,,,,,,,2025-09-01 22:39:23.229000+00:00,False,,,2.Exploring
23c364cf-731d-5a81-8d90-594ac510b639,2025-09-01 15:51:17.395000+00:00,2025-09-01 15:51:17.796000+00:00,,,,,,,,,2025-09-02 08:36:31.197000+00:00,False,,,2.Exploring
151ae5b4-5809-5eb1-aea0-8f2ae0e7fdf2,2025-09-01 16:32:16.155000+00:00,2025-09-01 16:32:16.777000+00:00,,,,,,,,,2025-09-23 17:58:40.843000+00:00,False,,,2.Exploring
826916a2-b7e5-5406-ae45-1a2d0c38cbbd,2025-09-01 13:09:01.954000+00:00,2025-09-01 13:09:02.355000+00:00,,,,,,,,,2025-09-01 13:09:15.097000+00:00,False,,,2.Exploring
69d76aa1-e560-5548-812c-6b992dca8d3f,,2025-09-01 18:11:30.060000+00:00,,,,,,,,,2025-09-01 18:11:47.795000+00:00,False,,,2.Exploring
afc740da-c036-5767-abd5-ce4e4e2a226f,,2025-09-01 10:51:47.928000+00:00,2025-09-06 12:02:11.070000+00:00,2025-09-06 11:53:33.747000+00:00,2025-09-03 04:25:13.222000+00:00,,2025-09-05 19:02:56.163000+00:00,,,,2025-09-24 13:08:48.003000+00:00,False,,,9.AtRisk@Engaged
ec97ca8a-9212-5465-bd76-f07785e4ff6a,2025-09-01 05:11:21.677000+00:00,2025-09-01 05:11:22.119000+00:00,,2025-09-01 05:12:06.603000+00:00,,,,,,,2025-09-09 12:06:32.382000+00:00,False,,,9.AtRisk@UsedAI
d12c2b9e-ed68-5b2e-890c-90675524ac60,,2025-09-01 13:13:47.526000+00:00,,,,,,,,,2025-09-01 13:13:56.184000+00:00,False,,,2.Exploring
30be7f41-b3c1-5661-a712-6a89929d92c9,,,,,,,,,,,2025-10-21 06:37:58.447000+00:00,False,,,0.NoEvent
2108f1eb-61e0-53ed-9150-92e3fe9805b1,,2025-09-04 15:29:40.777000+00:00,2025-09-04 15:17:15.439000+00:00,2025-09-04 15:15:56.828000+00:00,2025-09-04 15:31:24.815000+00:00,2025-09-04 16:46:06.630000+00:00,2025-10-03 15:48:07.249000+00:00,2025-10-03 17:52:40.979000+00:00,2026-03-24 19:13:00.302000+00:00,,2026-04-03 01:01:09.386000+00:00,True,,,8.Upgraded
9697f096-170f-577b-98c4-157730f2a4a7,2025-09-02 05:27:09.027000+00:00,2025-09-02 05:27:09.235000+00:00,2025-09-02 05:27:51.246000+00:00,,2025-09-02 05:28:21.280000+00:00,,,,,,2025-09-02 05:30:19.672000+00:00,False,,,9.AtRisk@WroteCode
490c5b13-22db-5538-b76e-85c63c81a35c,,2025-09-02 15:22:09.516000+00:00,,2026-04-03 12:22:04.919000+00:00,,,,,,,2026-04-16 00:00:25.208000+00:00,False,,,4.UsedAI
ceb19b3d-578d-53e0-8ee8-c568b448a3c4,2025-09-02 19:01:03.149000+00:00,2025-09-02 19:01:03.286000+00:00,2025-09-02 19:10:29.170000+00:00,2025-09-02 19:04:36.970000+00:00,,,,,,,2025-09-16 19:20:14.264000+00:00,False,,,9.AtRisk@UsedAI
b871abcc-c0c3-5804-9919-43fec92a0025,2025-09-02 17:45:35.662000+00:00,2025-09-02 17:45:36.053000+00:00,,2025-09-03 02:30:44.319000+00:00,2025-09-03 03:31:54.934000+00:00,,,,,,2025-09-11 05:19:55.242000+00:00,False,,,9.AtRisk@WroteCode
b0fcd130-990a-502d-9900-37429f46556c,,2025-09-02 15:58:26.939000+00:00,,,,,,,,,2025-09-12 13:25:27.641000+00:00,False,,,2.Exploring
59d7910a-e3db-5799-87e9-a05730a807e8,2025-09-02 11:09:45.210000+00:00,2025-09-02 11:09:45.396000+00:00,2025-09-02 11:17:07.070000+00:00,2025-09-02 11:10:34.864000+00:00,2025-09-02 11:10:27.757000+00:00,,,,,,2025-09-02 11:19:48.084000+00:00,False,,,9.AtRisk@WroteCode
c97a994c-15fd-59c1-944d-17086e19fde6,2025-09-02 10:14:29.666000+00:00,2025-09-02 10:14:29.968000+00:00,,2025-09-02 10:38:34.503000+00:00,,,,,,,2025-09-03 06:15:39.724000+00:00,False,,,9.AtRisk@UsedAI
1f0d6ce5-5c8b-5ac4-99fe-d9a8c6517372,2025-09-02 19:22:07.933000+00:00,2025-09-02 19:22:08.072000+00:00,,2025-09-02 19:22:23.157000+00:00,,,,,,,2025-09-02 20:56:50.692000+00:00,False,,,9.AtRisk@UsedAI
ff769f2d-8c16-554c-bae0-28a3a93b39e8,2025-09-02 06:19:05.926000+00:00,2025-09-02 06:19:06.031000+00:00,2025-09-02 06:20:29.640000+00:00,2025-09-02 06:19:28.326000+00:00,,,,,,,2025-09-02 06:21:49.107000+00:00,False,,,9.AtRisk@UsedAI
999f873a-6b2d-5a3e-86b8-737d8dc1d0c5,2025-09-02 07:31:26.763000+00:00,2025-09-02 07:31:26.997000+00:00,2025-09-02 09:50:36.080000+00:00,2025-09-02 07:47:49.586000+00:00,,,,,,,2025-09-02 10:14:12.997000+00:00,False,,,9.AtRisk@UsedAI
7e610409-f515-5327-8fd4-1c19a3894ee6,2025-09-02 11:51:05.889000+00:00,2025-09-02 11:51:05.949000+00:00,,,,,,,,,2025-09-02 13:20:46.448000+00:00,False,,,2.Exploring
36075103-4df6-5284-afb7-c5223daafc09,2025-09-02 08:29:45.268000+00:00,2025-09-02 08:29:46.178000+00:00,,,,,,,,,2025-09-02 08:30:28.922000+00:00,False,,,2.Exploring
c23b58a2-3610-5988-9853-0fcdf8de5f4d,2025-09-02 13:40:24.263000+00:00,2025-09-02 13:40:24.532000+00:00,,2025-09-02 13:50:07.993000+00:00,,,,,,,2025-09-28 20:04:56.906000+00:00,False,,,9.AtRisk@UsedAI
f76d4579-2270-5af3-8b6f-8f56fa4fc101,2025-09-02 14:53:00.315000+00:00,2025-09-02 14:53:00.838000+00:00,,,,,,,,,2025-09-09 04:22:10.131000+00:00,False,,,2.Exploring
79d369ff-2ddc-5f74-9c04-9558cf688707,2025-09-02 02:25:51.197000+00:00,2025-09-02 02:25:51.251000+00:00,,,,,,,,,2025-09-08 02:37:52.176000+00:00,False,,,2.Exploring
c4bf76fe-0f5d-582e-8d77-2df07c456e6d,2025-09-02 08:53:57.653000+00:00,2025-09-02 08:54:16.952000+00:00,,2025-09-02 08:54:30.120000+00:00,,,,,,,2025-09-04 09:13:24.693000+00:00,False,,,9.AtRisk@UsedAI
507f3c82-52de-58d5-9c93-2290d8fdd721,2025-09-02 08:39:43.818000+00:00,2025-09-02 08:39:43.959000+00:00,,2025-09-02 08:41:10.318000+00:00,,,,,,,2025-09-02 08:46:17.864000+00:00,False,,,9.AtRisk@UsedAI
5f55394e-cc15-5380-8704-feec2ae28818,2025-09-02 07:10:54.209000+00:00,2025-09-02 07:10:54.385000+00:00,,2025-09-02 07:11:53.306000+00:00,2025-09-02 07:11:30.213000+00:00,,,,,,2025-09-23 13:06:25.550000+00:00,False,,,9.AtRisk@WroteCode
5807961e-8fb7-5b52-9d4d-e41050da4c17,2025-09-02 17:00:41.437000+00:00,2025-09-02 17:00:41.514000+00:00,,2025-09-02 17:01:32.965000+00:00,,,,,,,2025-09-03 19:03:52.940000+00:00,False,,,9.AtRisk@UsedAI
b7439c06-b50a-5568-95ce-e0322b6734a6,2025-09-02 22:53:00.028000+00:00,2025-09-02 22:53:00.334000+00:00,,2025-09-02 23:04:12.808000+00:00,,,,,,,2025-09-14 04:05:56.811000+00:00,False,,,9.AtRisk@UsedAI
509ec948-8629-52bf-8856-f0ecf1d9279a,2025-09-02 07:49:05.504000+00:00,2025-09-02 07:49:05.690000+00:00,,2025-09-02 07:52:42.364000+00:00,2025-09-02 08:32:42.082000+00:00,,,,,,2025-09-13 13:40:25.746000+00:00,False,,,9.AtRisk@WroteCode
5d25c0c5-87e6-5fc7-a9cf-a047750fb4eb,2025-09-02 07:21:41.821000+00:00,2025-09-02 07:21:41.912000+00:00,,,,,,,,,2025-09-02 10:12:02.718000+00:00,False,,,2.Exploring
